Id,Class
14790,4
14791,4
14792,4
14793,4
14794,4
14795,4
14796,4
14797,4
14798,4
14799,4
14800,4
14801,4
14802,4
14803,4
14804,4
14805,4
14806,4
14807,4
14808,4
14809,4
14810,10
14811,4
14812,10
14813,4
14814,4
14815,4
14816,4
14817,4
14818,4
14819,4
14820,4
14821,4
14822,4
14823,4
14824,4
14825,4
14826,4
14827,4
14828,4
14829,4
14830,4
14831,4
14832,4
14833,4
14834,4
14835,4
14836,4
14837,4
14838,4
14839,4
14840,4
14841,4
14842,4
14843,10
14844,4
14845,4
14846,4
14847,4
14848,4
14849,4
14850,4
14851,4
14852,4
14853,4
14854,4
14855,4
14856,4
14857,4
14858,4
14859,4
14860,4
14861,4
14862,4
14863,4
14864,4
14865,4
14866,4
14867,4
14868,4
14869,4
14870,4
14871,4
14872,4
14873,4
14874,4
14875,4
14876,4
14877,4
14878,10
14879,4
14880,4
14881,4
14882,4
14883,4
14884,4
14885,4
14886,4
14887,4
14888,4
14889,4
14890,4
14891,10
14892,4
14893,10
14894,4
14895,10
14896,4
14897,4
14898,4
14899,4
14900,4
14901,4
14902,4
14903,4
14904,4
14905,4
14906,4
14907,4
14908,4
14909,4
14910,4
14911,4
14912,4
14913,4
14914,4
14915,4
14916,4
14917,4
14918,4
14919,4
14920,4
14921,4
14922,10
14923,4
14924,4
14925,4
14926,4
14927,4
14928,4
14929,4
14930,4
14931,4
14932,10
14933,4
14934,10
14935,4
14936,4
14937,4
14938,4
14939,4
14940,4
14941,4
14942,4
14943,4
14944,4
14945,4
14946,4
14947,10
14948,4
14949,4
14950,4
14951,4
14952,10
14953,4
14954,4
14955,4
14956,4
14957,4
14958,4
14959,4
14960,4
14961,4
14962,4
14963,4
14964,4
14965,4
14966,4
14967,4
14968,10
14969,4
14970,4
14971,4
14972,4
14973,4
14974,4
14975,4
14976,4
14977,4
14978,4
14979,4
14980,4
14981,4
14982,4
14983,4
14984,10
14985,4
14986,4
14987,4
14988,4
14989,4
14990,4
14991,4
14992,4
14993,4
14994,4
14995,4
14996,4
14997,4
14998,4
14999,4
15000,4
15001,4
15002,4
15003,4
15004,4
15005,10
15006,4
15007,4
15008,10
15009,4
15010,10
15011,4
15012,4
15013,4
15014,10
15015,4
15016,4
15017,10
15018,4
15019,4
15020,10
15021,4
15022,4
15023,4
15024,10
15025,4
15026,10
15027,4
15028,4
15029,4
15030,10
15031,10
15032,4
15033,4
15034,10
15035,10
15036,4
15037,10
15038,4
15039,4
15040,4
15041,4
15042,4
15043,4
15044,4
15045,4
15046,4
15047,4
15048,4
15049,4
15050,4
15051,4
15052,4
15053,4
15054,4
15055,4
15056,4
15057,4
15058,4
15059,4
15060,4
15061,4
15062,4
15063,4
15064,4
15065,4
15066,4
15067,4
15068,4
15069,4
15070,4
15071,4
15072,4
15073,4
15074,4
15075,4
15076,4
15077,4
15078,10
15079,10
15080,4
15081,4
15082,4
15083,4
15084,4
15085,4
15086,4
15087,10
15088,4
15089,4
15090,4
15091,4
15092,4
15093,4
15094,4
15095,4
15096,4
15097,4
15098,4
15099,4
15100,4
15101,4
15102,10
15103,4
15104,4
15105,4
15106,4
15107,4
15108,4
15109,10
15110,4
15111,10
15112,4
15113,10
15114,4
15115,4
15116,4
15117,4
15118,4
15119,4
15120,4
15121,4
15122,4
15123,4
15124,4
15125,4
15126,4
15127,4
15128,4
15129,4
15130,4
15131,4
15132,4
15133,4
15134,10
15135,4
15136,4
15137,4
15138,4
15139,4
15140,10
15141,4
15142,4
15143,4
15144,4
15145,4
15146,4
15147,4
15148,4
15149,10
15150,4
15151,4
15152,4
15153,4
15154,10
15155,4
15156,4
15157,4
15158,10
15159,4
15160,4
15161,4
15162,4
15163,10
15164,4
15165,4
15166,4
15167,10
15168,4
15169,4
15170,4
15171,4
15172,4
15173,4
15174,4
15175,4
15176,4
15177,4
15178,4
15179,4
15180,4
15181,4
15182,4
15183,4
15184,4
15185,4
15186,4
15187,10
15188,10
15189,4
15190,4
15191,4
15192,4
15193,4
15194,4
15195,4
15196,4
15197,4
15198,4
15199,4
15200,4
15201,4
15202,4
15203,4
15204,4
15205,4
15206,4
15207,4
15208,4
15209,4
15210,4
15211,4
15212,4
15213,10
15214,4
15215,4
15216,4
15217,4
15218,4
15219,4
15220,4
15221,4
15222,4
15223,10
15224,4
15225,4
15226,4
15227,4
15228,4
15229,10
15230,4
15231,4
15232,4
15233,4
15234,4
15235,4
15236,4
15237,4
15238,4
15239,4
15240,4
15241,4
15242,4
15243,4
15244,4
15245,4
15246,4
15247,4
15248,4
15249,4
15250,4
15251,4
15252,10
15253,4
15254,4
15255,4
15256,4
15257,4
15258,4
15259,4
15260,4
15261,4
15262,4
15263,4
15264,4
15265,4
15266,4
15267,4
15268,4
15269,4
15270,4
15271,4
15272,4
15273,4
15274,4
15275,4
15276,4
15277,4
15278,10
15279,4
15280,4
15281,4
15282,10
15283,4
15284,4
15285,4
15286,4
15287,4
15288,4
15289,10
15290,4
15291,4
15292,4
15293,4
15294,4
15295,4
15296,4
15297,4
15298,4
15299,4
15300,4
15301,4
15302,4
15303,4
15304,10
15305,4
15306,4
15307,4
15308,4
15309,4
15310,10
15311,10
15312,4
15313,4
15314,4
15315,4
15316,4
15317,4
15318,4
15319,4
15320,4
15321,4
15322,4
15323,4
15324,4
15325,4
15326,4
15327,4
15328,4
15329,4
15330,4
15331,4
15332,4
15333,4
15334,4
15335,4
15336,4
15337,4
15338,4
15339,4
15340,4
15341,4
15342,4
15343,4
15344,10
15345,4
15346,10
15347,10
15348,4
15349,4
15350,4
15351,4
15352,4
15353,4
15354,4
15355,4
15356,4
15357,4
15358,4
15359,4
15360,4
15361,4
15362,4
15363,4
15364,4
15365,4
15366,4
15367,4
15368,4
15369,4
15370,4
15371,4
15372,4
15373,4
15374,10
15375,4
15376,4
15377,10
15378,10
15379,4
15380,4
15381,4
15382,4
15383,4
15384,4
15385,4
15386,4
15387,10
15388,4
15389,4
15390,4
15391,4
15392,10
15393,4
15394,4
15395,4
15396,4
15397,4
15398,4
15399,4
15400,10
15401,4
15402,4
15403,4
15404,4
15405,4
15406,4
15407,4
15408,4
15409,10
15410,4
15411,4
15412,4
15413,4
15414,10
15415,4
15416,10
15417,4
15418,4
15419,4
15420,10
15421,4
15422,4
15423,4
15424,4
15425,4
15426,4
15427,4
15428,4
15429,4
15430,4
15431,4
15432,10
15433,4
15434,4
15435,4
15436,4
15437,4
15438,4
15439,4
15440,4
15441,4
15442,4
15443,10
15444,4
15445,4
15446,4
15447,4
15448,4
15449,4
15450,4
15451,4
15452,4
15453,4
15454,4
15455,4
15456,10
15457,4
15458,4
15459,4
15460,4
15461,4
15462,4
15463,4
15464,4
15465,4
15466,4
15467,4
15468,4
15469,4
15470,4
15471,10
15472,4
15473,4
15474,4
15475,4
15476,4
15477,4
15478,4
15479,4
15480,4
15481,4
15482,4
15483,4
15484,4
15485,4
15486,4
15487,4
15488,4
15489,4
15490,4
15491,4
15492,4
15493,4
15494,4
15495,4
15496,4
15497,10
15498,4
15499,4
15500,4
15501,4
15502,4
15503,4
15504,4
15505,4
15506,4
15507,4
15508,4
15509,4
15510,4
15511,4
15512,4
15513,4
15514,4
15515,4
15516,4
15517,4
15518,4
15519,4
15520,4
15521,4
15522,4
15523,4
15524,4
15525,10
15526,4
15527,10
15528,4
15529,4
15530,4
15531,4
15532,4
15533,4
15534,4
15535,4
15536,4
15537,4
15538,10
15539,4
15540,4
15541,4
15542,4
15543,4
15544,4
15545,4
15546,10
15547,4
15548,4
15549,4
15550,4
15551,4
15552,4
15553,4
15554,4
15555,4
15556,10
15557,4
15558,4
15559,4
15560,4
15561,4
15562,4
15563,4
15564,4
15565,4
15566,4
15567,4
15568,4
15569,4
15570,4
15571,10
15572,4
15573,4
15574,4
15575,4
15576,4
15577,4
15578,4
15579,4
15580,4
15581,4
15582,4
15583,4
15584,4
15585,4
15586,4
15587,10
15588,4
15589,4
15590,4
15591,4
15592,4
15593,4
15594,4
15595,4
15596,10
15597,4
15598,4
15599,4
15600,10
15601,4
15602,4
15603,10
15604,4
15605,4
15606,4
15607,4
15608,4
15609,4
15610,4
15611,10
15612,4
15613,4
15614,4
15615,4
15616,4
15617,4
15618,4
15619,4
15620,4
15621,4
15622,4
15623,4
15624,4
15625,4
15626,4
15627,4
15628,4
15629,4
15630,4
15631,10
15632,4
15633,4
15634,4
15635,4
15636,4
15637,4
15638,4
15639,4
15640,4
15641,4
15642,4
15643,4
15644,4
15645,4
15646,4
15647,4
15648,4
15649,4
15650,4
15651,4
15652,4
15653,4
15654,4
15655,4
15656,4
15657,4
15658,4
15659,4
15660,4
15661,4
15662,4
15663,4
15664,4
15665,4
15666,4
15667,10
15668,4
15669,4
15670,4
15671,10
15672,4
15673,4
15674,10
15675,4
15676,4
15677,4
15678,10
15679,10
15680,4
15681,4
15682,4
15683,4
15684,4
15685,4
15686,4
15687,4
15688,4
15689,4
15690,4
15691,4
15692,4
15693,4
15694,4
15695,4
15696,4
15697,4
15698,4
15699,4
15700,4
15701,4
15702,10
15703,4
15704,4
15705,4
15706,10
15707,4
15708,4
15709,4
15710,4
15711,4
15712,4
15713,4
15714,4
15715,4
15716,10
15717,4
15718,4
15719,4
15720,4
15721,4
15722,4
15723,4
15724,4
15725,4
15726,4
15727,4
15728,4
15729,4
15730,4
15731,10
15732,10
15733,4
15734,10
15735,4
15736,4
15737,4
15738,4
15739,4
15740,10
15741,4
15742,4
15743,4
15744,4
15745,4
15746,4
15747,4
15748,4
15749,4
15750,10
15751,4
15752,4
15753,4
15754,4
15755,10
15756,4
15757,4
15758,4
15759,4
15760,10
15761,4
15762,10
15763,4
15764,4
15765,4
15766,10
15767,4
15768,4
15769,4
15770,4
15771,4
15772,4
15773,4
15774,4
15775,4
15776,4
15777,4
15778,4
15779,4
15780,4
15781,4
15782,4
15783,4
15784,4
15785,10
15786,4
15787,10
15788,10
15789,4
15790,4
15791,4
15792,10
15793,4
15794,4
15795,4
15796,10
15797,4
15798,4
15799,4
15800,4
15801,4
15802,4
15803,4
15804,4
15805,4
15806,4
15807,4
15808,4
15809,4
15810,10
15811,4
15812,4
15813,4
15814,4
15815,4
15816,4
15817,4
15818,4
15819,4
15820,4
15821,4
15822,4
15823,4
15824,4
15825,4
15826,10
15827,10
15828,4
15829,10
15830,4
15831,4
15832,4
15833,4
15834,4
15835,10
15836,4
15837,4
15838,4
15839,4
15840,10
15841,4
15842,4
15843,4
15844,4
15845,4
15846,4
15847,4
15848,4
15849,4
15850,4
15851,4
15852,4
15853,4
15854,4
15855,4
15856,4
15857,4
15858,4
15859,4
15860,4
15861,4
15862,4
15863,10
15864,4
15865,4
15866,4
15867,4
15868,4
15869,4
15870,4
15871,4
15872,4
15873,4
15874,4
15875,4
15876,10
15877,4
15878,4
15879,4
15880,4
15881,4
15882,4
15883,4
15884,4
15885,4
15886,4
15887,4
15888,4
15889,4
15890,10
15891,10
15892,4
15893,4
15894,4
15895,4
15896,4
15897,4
15898,4
15899,4
15900,4
15901,10
15902,10
15903,4
15904,4
15905,4
15906,10
15907,4
15908,4
15909,4
15910,4
15911,4
15912,4
15913,4
15914,4
15915,4
15916,4
15917,4
15918,4
15919,4
15920,4
15921,4
15922,4
15923,4
15924,4
15925,4
15926,4
15927,4
15928,4
15929,4
15930,4
15931,4
15932,4
15933,4
15934,4
15935,4
15936,4
15937,4
15938,4
15939,4
15940,4
15941,4
15942,4
15943,4
15944,4
15945,10
15946,4
15947,4
15948,4
15949,4
15950,4
15951,4
15952,4
15953,4
15954,4
15955,4
15956,4
15957,4
15958,4
15959,4
15960,4
15961,10
15962,4
15963,4
15964,10
15965,4
15966,4
15967,4
15968,4
15969,4
15970,4
15971,4
15972,10
15973,4
15974,4
15975,4
15976,4
15977,4
15978,4
15979,4
15980,4
15981,4
15982,10
15983,4
15984,4
15985,4
15986,4
15987,10
15988,4
15989,4
15990,4
15991,4
15992,10
15993,10
15994,4
15995,4
15996,4
15997,4
15998,4
15999,10
16000,4
16001,4
16002,4
16003,4
16004,4
16005,4
16006,4
16007,4
16008,10
16009,4
16010,4
16011,4
16012,4
16013,4
16014,4
16015,4
16016,4
16017,4
16018,4
16019,4
16020,10
16021,4
16022,4
16023,4
16024,4
16025,4
16026,4
16027,4
16028,4
16029,4
16030,4
16031,10
16032,4
16033,4
16034,4
16035,4
16036,4
16037,4
16038,10
16039,4
16040,4
16041,4
16042,4
16043,4
16044,4
16045,4
16046,4
16047,4
16048,4
16049,4
16050,4
16051,4
16052,4
16053,4
16054,4
16055,4
16056,4
16057,4
16058,4
16059,10
16060,4
16061,4
16062,4
16063,4
16064,4
16065,4
16066,4
16067,4
16068,4
16069,4
16070,4
16071,4
16072,4
16073,4
16074,4
16075,10
16076,4
16077,4
16078,4
16079,4
16080,10
16081,10
16082,4
16083,4
16084,4
16085,4
16086,4
16087,4
16088,4
16089,4
16090,4
16091,4
16092,4
16093,4
16094,4
16095,4
16096,4
16097,4
16098,4
16099,4
16100,4
16101,4
16102,4
16103,4
16104,4
16105,4
16106,4
16107,4
16108,4
16109,4
16110,4
16111,4
16112,4
16113,4
16114,4
16115,4
16116,4
16117,4
16118,4
16119,10
16120,4
16121,4
16122,4
16123,4
16124,4
16125,4
16126,4
16127,4
16128,4
16129,4
16130,10
16131,4
16132,4
16133,4
16134,4
16135,4
16136,4
16137,4
16138,4
16139,10
16140,10
16141,4
16142,4
16143,4
16144,4
16145,10
16146,4
16147,4
16148,4
16149,4
16150,4
16151,10
16152,4
16153,4
16154,4
16155,4
16156,4
16157,4
16158,4
16159,4
16160,4
16161,4
16162,4
16163,4
16164,4
16165,4
16166,4
16167,4
16168,4
16169,4
16170,4
16171,4
16172,4
16173,4
16174,4
16175,4
16176,4
16177,4
16178,4
16179,4
16180,4
16181,4
16182,10
16183,4
16184,4
16185,4
16186,4
16187,4
16188,4
16189,4
16190,4
16191,4
16192,4
16193,10
16194,10
16195,4
16196,4
16197,4
16198,4
16199,4
16200,4
16201,4
16202,4
16203,4
16204,4
16205,10
16206,4
16207,4
16208,4
16209,4
16210,4
16211,4
16212,4
16213,4
16214,4
16215,4
16216,10
16217,4
16218,4
16219,4
16220,4
16221,4
16222,4
16223,4
16224,4
16225,4
16226,4
16227,4
16228,4
16229,4
16230,4
16231,4
16232,4
16233,4
16234,4
16235,4
16236,4
16237,4
16238,4
16239,4
16240,4
16241,4
16242,4
16243,4
16244,4
16245,10
16246,4
16247,4
16248,4
16249,4
16250,10
16251,4
16252,4
16253,10
16254,4
16255,4
16256,10
16257,4
16258,4
16259,4
16260,4
16261,4
16262,4
16263,4
16264,4
16265,4
16266,4
16267,4
16268,4
16269,10
16270,4
16271,4
16272,4
16273,10
16274,4
16275,4
16276,4
16277,4
16278,4
16279,4
16280,4
16281,4
16282,4
16283,4
16284,10
16285,4
16286,4
16287,4
16288,4
16289,4
16290,4
16291,4
16292,4
16293,4
16294,4
16295,4
16296,4
16297,4
16298,4
16299,4
16300,4
16301,4
16302,4
16303,4
16304,4
16305,4
16306,4
16307,4
16308,4
16309,4
16310,4
16311,4
16312,4
16313,4
16314,4
16315,4
16316,4
16317,4
16318,10
16319,10
16320,4
16321,4
16322,4
16323,4
16324,10
16325,4
16326,4
16327,4
16328,4
16329,4
16330,4
16331,4
16332,4
16333,4
16334,4
16335,4
16336,4
16337,4
16338,4
16339,4
16340,4
16341,4
16342,4
16343,4
16344,4
16345,4
16346,4
16347,4
16348,4
16349,4
16350,4
16351,10
16352,10
16353,4
16354,4
16355,4
16356,4
16357,4
16358,4
16359,4
16360,4
16361,4
16362,4
16363,10
16364,4
16365,4
16366,4
16367,10
16368,4
16369,4
16370,4
16371,10
16372,4
16373,4
16374,4
16375,4
16376,4
16377,4
16378,4
16379,4
16380,10
16381,4
16382,4
16383,4
16384,4
16385,4
16386,4
16387,4
16388,4
16389,10
16390,4
16391,4
16392,4
16393,4
16394,4
16395,4
16396,4
16397,4
16398,10
16399,4
16400,4
16401,4
16402,4
16403,4
16404,4
16405,4
16406,4
16407,4
16408,4
16409,4
16410,4
16411,4
16412,4
16413,4
16414,4
16415,4
16416,4
16417,4
16418,4
16419,4
16420,4
16421,4
16422,4
16423,4
16424,4
16425,4
16426,4
16427,4
16428,4
16429,4
16430,4
16431,4
16432,4
16433,4
16434,4
16435,4
16436,4
16437,4
16438,10
16439,4
16440,4
16441,4
16442,4
16443,10
16444,4
16445,4
16446,4
16447,4
16448,4
16449,4
16450,4
16451,4
16452,4
16453,4
16454,4
16455,4
16456,4
16457,4
16458,4
16459,4
16460,4
16461,4
16462,4
16463,4
16464,4
16465,4
16466,10
16467,4
16468,4
16469,4
16470,4
16471,4
16472,4
16473,4
16474,4
16475,10
16476,4
16477,10
16478,4
16479,4
16480,10
16481,4
16482,4
16483,4
16484,4
16485,4
16486,4
16487,4
16488,4
16489,4
16490,4
16491,4
16492,4
16493,4
16494,10
16495,4
16496,4
16497,4
16498,4
16499,4
16500,4
16501,4
16502,4
16503,4
16504,4
16505,4
16506,4
16507,4
16508,4
16509,4
16510,4
16511,4
16512,4
16513,4
16514,4
16515,4
16516,4
16517,4
16518,10
16519,4
16520,4
16521,10
16522,4
16523,4
16524,4
16525,4
16526,4
16527,4
16528,10
16529,4
16530,4
16531,4
16532,4
16533,4
16534,4
16535,4
16536,4
16537,4
16538,4
16539,4
16540,4
16541,10
16542,4
16543,4
16544,4
16545,4
16546,10
16547,4
16548,10
16549,4
16550,4
16551,4
16552,10
16553,4
16554,4
16555,4
16556,4
16557,4
16558,4
16559,4
16560,4
16561,4
16562,4
16563,4
16564,4
16565,4
16566,4
16567,4
16568,4
16569,4
16570,4
16571,4
16572,4
16573,4
16574,4
16575,4
16576,4
16577,4
16578,4
16579,4
16580,10
16581,4
16582,10
16583,4
16584,4
16585,4
16586,4
16587,10
16588,4
16589,4
16590,10
16591,4
16592,4
16593,4
16594,4
16595,4
16596,4
16597,10
16598,4
16599,10
16600,4
16601,10
16602,4
16603,4
16604,4
16605,4
16606,4
16607,4
16608,10
16609,4
16610,4
16611,4
16612,4
16613,4
16614,4
16615,10
16616,4
16617,4
16618,4
16619,4
16620,4
16621,4
16622,4
16623,4
16624,4
16625,4
16626,4
16627,4
16628,4
16629,4
16630,4
16631,4
16632,4
16633,4
16634,4
16635,4
16636,4
16637,4
16638,4
16639,4
16640,4
16641,4
16642,4
16643,4
16644,4
16645,4
16646,4
16647,4
16648,4
16649,4
16650,4
16651,4
16652,4
16653,4
16654,4
16655,4
16656,4
16657,4
16658,4
16659,4
16660,4
16661,4
16662,4
16663,4
16664,4
16665,4
16666,4
16667,4
16668,4
16669,4
16670,4
16671,4
16672,4
16673,10
16674,4
16675,4
16676,4
16677,4
16678,10
16679,4
16680,4
16681,4
16682,4
16683,10
16684,4
16685,4
16686,4
16687,4
16688,4
16689,4
16690,4
16691,4
16692,4
16693,4
16694,4
16695,4
16696,10
16697,4
16698,4
16699,10
16700,4
16701,4
16702,4
16703,4
16704,4
16705,4
16706,4
16707,4
16708,4
16709,4
16710,4
16711,4
16712,4
16713,10
16714,4
16715,4
16716,4
16717,4
16718,4
16719,4
16720,4
16721,10
16722,4
16723,10
16724,4
16725,4
16726,4
16727,4
16728,4
16729,4
16730,4
16731,10
16732,4
16733,4
16734,10
16735,4
16736,4
16737,4
16738,4
16739,4
16740,4
16741,4
16742,4
16743,4
16744,4
16745,4
16746,4
16747,4
16748,4
16749,4
16750,4
16751,4
16752,4
16753,4
16754,10
16755,4
16756,4
16757,4
16758,4
16759,10
16760,10
16761,4
16762,4
16763,4
16764,4
16765,4
16766,4
16767,4
16768,4
16769,4
16770,4
16771,4
16772,4
16773,4
16774,10
16775,10
16776,10
16777,4
16778,10
16779,4
16780,4
16781,4
16782,4
16783,4
16784,4
16785,4
16786,4
16787,4
16788,4
16789,4
16790,4
16791,4
16792,10
16793,4
16794,4
16795,4
16796,4
16797,4
16798,4
16799,4
16800,4
16801,4
16802,4
16803,4
16804,4
16805,4
16806,4
16807,4
16808,4
16809,10
16810,4
16811,4
16812,4
16813,4
16814,4
16815,4
16816,4
16817,4
16818,4
16819,4
16820,4
16821,4
16822,4
16823,4
16824,4
16825,4
16826,4
16827,4
16828,10
16829,10
16830,4
16831,4
16832,4
16833,4
16834,4
16835,4
16836,4
16837,4
16838,4
16839,4
16840,10
16841,4
16842,4
16843,4
16844,10
16845,10
16846,4
16847,4
16848,4
16849,4
16850,4
16851,4
16852,4
16853,4
16854,4
16855,4
16856,4
16857,10
16858,4
16859,4
16860,4
16861,4
16862,10
16863,4
16864,4
16865,4
16866,4
16867,4
16868,4
16869,4
16870,4
16871,4
16872,4
16873,4
16874,4
16875,4
16876,4
16877,4
16878,4
16879,4
16880,4
16881,4
16882,10
16883,10
16884,4
16885,4
16886,4
16887,4
16888,10
16889,4
16890,4
16891,4
16892,4
16893,4
16894,4
16895,4
16896,4
16897,4
16898,4
16899,4
16900,4
16901,4
16902,4
16903,4
16904,4
16905,4
16906,4
16907,4
16908,4
16909,4
16910,4
16911,4
16912,4
16913,4
16914,10
16915,4
16916,4
16917,4
16918,4
16919,4
16920,4
16921,10
16922,4
16923,4
16924,4
16925,10
16926,4
16927,4
16928,4
16929,4
16930,4
16931,4
16932,4
16933,4
16934,4
16935,4
16936,4
16937,4
16938,4
16939,10
16940,4
16941,4
16942,4
16943,4
16944,4
16945,4
16946,4
16947,4
16948,4
16949,4
16950,4
16951,4
16952,4
16953,10
16954,4
16955,4
16956,4
16957,4
16958,4
16959,4
16960,4
16961,4
16962,4
16963,4
16964,4
16965,4
16966,4
16967,4
16968,4
16969,4
16970,10
16971,4
16972,4
16973,10
16974,4
16975,4
16976,4
16977,4
16978,4
16979,4
16980,4
16981,4
16982,4
16983,4
16984,4
16985,4
16986,10
16987,4
16988,4
16989,4
16990,4
16991,4
16992,4
16993,4
16994,4
16995,4
16996,4
16997,4
16998,4
16999,4
17000,4
17001,4
17002,4
17003,4
17004,4
17005,10
17006,4
17007,4
17008,10
17009,4
17010,4
17011,10
17012,4
17013,4
17014,4
17015,10
17016,4
17017,4
17018,4
17019,4
17020,4
17021,4
17022,4
17023,4
17024,4
17025,4
17026,4
17027,10
17028,4
17029,4
17030,4
17031,4
17032,4
17033,4
17034,4
17035,4
17036,10
17037,4
17038,4
17039,4
17040,4
17041,10
17042,4
17043,4
17044,4
17045,4
17046,10
17047,4
17048,10
17049,10
17050,4
17051,4
17052,4
17053,4
17054,4
17055,4
17056,4
17057,4
17058,4
17059,4
17060,4
17061,4
17062,4
17063,4
17064,4
17065,10
17066,4
17067,4
17068,4
17069,4
17070,4
17071,4
17072,4
17073,4
17074,4
17075,10
17076,4
17077,4
17078,4
17079,4
17080,4
17081,10
17082,4
17083,10
17084,10
17085,4
17086,4
17087,4
17088,4
17089,4
17090,4
17091,4
17092,4
17093,4
17094,4
17095,4
17096,4
17097,4
17098,4
17099,4
17100,4
17101,4
17102,4
17103,4
17104,4
17105,10
17106,4
17107,4
17108,4
17109,4
17110,4
17111,4
17112,4
17113,4
17114,4
17115,4
17116,4
17117,4
17118,4
17119,4
17120,4
17121,4
17122,4
17123,10
17124,4
17125,10
17126,4
17127,4
17128,4
17129,4
17130,10
17131,4
17132,10
17133,4
17134,4
17135,4
17136,4
17137,4
17138,4
17139,4
17140,4
17141,4
17142,4
17143,4
17144,4
17145,4
17146,4
17147,4
17148,4
17149,4
17150,4
17151,4
17152,4
17153,4
17154,4
17155,4
17156,4
17157,4
17158,4
17159,4
17160,4
17161,4
17162,4
17163,4
17164,10
17165,4
17166,4
17167,4
17168,10
17169,4
17170,4
17171,4
17172,4
17173,4
17174,4
17175,4
17176,4
17177,4
17178,4
17179,4
17180,4
17181,4
17182,4
17183,4
17184,4
17185,4
17186,4
17187,4
17188,4
17189,4
17190,4
17191,4
17192,10
17193,4
